Grade;Base;C;Cr;Mo;V;W;Co;Ni;Mn;Si;S;P;Cu;Nb;N;Tech;Maker;CC
"A2*X100CrMoV51*
X100CrMoV5
1.2363
X100CrMoV51*
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;0,95-1,05;4,75-5,50;0,90-1,40;0,20-0,25;0;0;0,3;0,60-1,00;0,30-0,50;0,03;0,03;0,25;0;0;;;US
"X100CrMoV51*A2*
X100CrMoV5
1.2363
X100CrMoV51*
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;0,95-1,05;4,80-5,60;0,90-1,20;0,15-0,30;0;0;0;0,40-0,80;0,10-0,40;0,03;0,03;0;0;0;;;DE
"X100CrMoV5A2*
X100CrMoV51*
1.2363
X100CrMoV51*
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;0,95-1,05;4,80-5,60;0,90-1,20;0,15-0,30;0;0;0;0,40-0,80;0,10-0,40;0,03;0,03;0;0;0;;;DE
"1.2363A2*
X100CrMoV51*
X100CrMoV5
X100CrMoV51*
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;0,95-1,05;4,80-5,60;0,90-1,20;0,15-0,30;0;0;0;0,40-0,80;0,10-0,40;0,03;0,03;0;0;0;;;DE
"X100CrMoV51*A2*
X100CrMoV51*
X100CrMoV5
1.2363
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;0,95-1,05;4,80-5,60;0,90-1,20;0,15-0,30;0;0;0;0,40-0,80;0,10-0,40;0,03;0,03;0;0;0;;;EU
"X100CrMoV5A2*
X100CrMoV51*
X100CrMoV5
1.2363
X100CrMoV51*
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;0,95-1,05;4,80-5,60;0,90-1,20;0,15-0,30;0;0;0;0,40-0,80;0,10-0,40;0,03;0,03;0;0;0;;;EN
"SKD12*A2*
X100CrMoV51*
X100CrMoV5
1.2363
X100CrMoV51*
X100CrMoV5
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;0,95-1,05;4,50-5,50;0,80-1,20;0,20-0,50;0;0;0,5;0,60-0,90;0,4;0,03;0,03;0,25;0;0;;;JP
"X100KUCrMoV51A2*
X100CrMoV51*
X100CrMoV5
1.2363
X100CrMoV51*
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;0,95-1,05;4,80-5,60;0,90-1,20;0,15-0,30;0;0;0;0,40-0,80;0,10-0,40;0,03;0,03;0;0;0;;;IT
"9X5VF*A2*
X100CrMoV51*
X100CrMoV5
1.2363
X100CrMoV51*
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;0,85-1,00;4,50-5,50;0;0,15-0,30;0,80-1,20;0;0;0,15-0,45;0,10-0,40;0,03;0,03;0;0;0;;;RU
"T30102A2*
X100CrMoV51*
X100CrMoV5
1.2363
X100CrMoV51*
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;0,95-1,05;4,75-5,50;0,90-1,40;0,20-0,25;0;0;0,3;0,60-1,00;0,30-0,50;0,03;0,03;0,25;0;0;;;US
"RigorA2*
X100CrMoV51*
X100CrMoV5
1.2363
X100CrMoV51*
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;1;5,3;1,1;0,2;0;0;0;0,6;0,3;?;?;0;0;0;;Bohler-Uddeholm;SE
"No. 484*A2*
X100CrMoV51*
X100CrMoV5
1.2363
X100CrMoV51*
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;1;5,25;1;0,2;0;0;0;0,8;0,3;?;?;0;0;0;;Carpenter;US
"Carpenter A2A2*
X100CrMoV51*
X100CrMoV5
1.2363
X100CrMoV51*
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;1;5,25;1,1;0,21;0;0;0;0,8;0,3;?;?;0;0;0;;Carpenter;US
"AirkoolA2*
X100CrMoV51*
X100CrMoV5
1.2363
X100CrMoV51*
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;1;5,25;1,1;0,25;0;0;0;0,85;0,35;?;?;0;0;0;;Crucible;US
"LSS A2A2*
X100CrMoV51*
X100CrMoV5
1.2363
X100CrMoV51*
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;1;5;1;0,25;0;0;0;0,75;0,3;?;?;0;0;0;;Latrobe;US
"OA2A2*
X100CrMoV51*
X100CrMoV5
1.2363
X100CrMoV51*
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
CDS12
KD12
DCM
EPS52
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;1;5,15;1,05;0,2;0;0;0;0,6;?;0,25;?;0;0;0;;Metal Ravne;SI
"EPS52A2*
X100CrMoV51*
X100CrMoV5
1.2363
X100CrMoV51*
X100CrMoV5
SKD12*
2260
Z100CDV5
Z100CDV5.1
BA2*
X100KUCrMoV51
Cr5Mo1V*
19571PH*
C.4756*
95X5GM
9X5VF*
9KH5VF
KH6VF
X6VF
9H5VF
T30102
X100CrMoV5*
100VMoCr52*
NCLV
Viger
DKD12
Sagamore
Windsor
XW10
Molex #8
Cr-Mo-Loy
SMHW
EG2
AH Chrome Die
BE2363
AH5
AirPro*
Rigor
K305
UHB151
Cuvoir
Airque
No. 484*
Carpenter A2
32S
EZ-Die
One Five One
Airkool
Aircool
Airkool-S
DC12
GO40F
ClairMo
P5M
Ziv Steel
ES65S
Cromodie HC
One Five One
Hecla175
SCD
HPM2T
CRM1
Victor
Lukens A-2
H33
CH5M
LSS A2
Select B
AirTem*
LO-K 2363
OA2
CDS12
KD12
DCM
FMP379
RAZ1
RAZU
Air-True
JA
KEA162
KEA162
QC12
SIHard 2363
Stora65
Airvan*
Thyrodur2363
Sparta
Air Hard
Weld Mold 937
WAS63
LVC50";Fe;1;5;1,2;0,2;0;0;0;0,5;0,3;?;?;0;0;0;;Ossenberg;DE
A3*T30103;Fe;1,20-1,30;4,75-5,50;0,90-1,40;0,80-1,40;0;0;0,3;0,40-0,60;0,5;0,03;0,03;0,25;0;0;;;US
T30103A3*;Fe;1,20-1,30;4,75-5,50;0,90-1,40;0,80-1,40;0;0;0,3;0,40-0,60;0,5;0,03;0,03;0,25;0;0;;;US
"A4*T30104
Airloy
Air4
Airque4*
GO4*
ACD37*
Tempair
AirMo*";Fe;0,95-1,05;0,90-2,20;0,90-1,40;0;0;0;0;1,80-2,20;0,5;0,03;0,03;0;0;0;;;US
"T30104A4*
Airloy
Air4
Airque4*
GO4*
ACD37*
Tempair
AirMo*";Fe;0,95-1,05;0,90-2,20;0,90-1,40;0;0;0;0;1,80-2,20;0,5;0,03;0,03;0;0;0;;;US
"GO4*A4*
T30104
Airloy
Air4
Airque4*
ACD37*
Tempair
AirMo*";Fe;0,85;1;1,4;0;0;0;0,25;2;0,3;?;?;0;0;0;;Daido;JP
"A6*70MnMoCr8*
1.2824*
70MnMoCr8*
BA6*
T30106
Apache
Jess Air
UHB1550*
Vega
Uni-Die
CSM6
Diecrat
Low Air";Fe;0,65-0,75;0,90-1,20;1,4;0;0;0;0;1,80-2,50;0,3;?;?;0;0;0;;;US
"1.2824*A6*
70MnMoCr8*
70MnMoCr8*
BA6*
T30106
Apache
Jess Air
UHB1550*
Vega
Uni-Die
CSM6
Diecrat
Low Air";Fe;0,65-0,75;0,90-1,20;0,90-1,40;0;0;0;0;1,80-2,50;0,10-0,50;0,00-0,03;0,00-0,03;0;0;0;;;DE
"70MnMoCr8*A6*
70MnMoCr8*
1.2824*
BA6*
T30106
Apache
Jess Air
UHB1550*
Vega
Uni-Die
CSM6
Diecrat
Low Air";Fe;0,65-0,75;0,90-1,20;0,90-1,40;0;0;0;0;1,80-2,50;0,10-0,50;0,00-0,03;0,00-0,03;0;0;0;;;EU
"T30106A6*
70MnMoCr8*
1.2824*
70MnMoCr8*
BA6*
Apache
Jess Air
UHB1550*
Vega
Uni-Die
CSM6
Diecrat
Low Air";Fe;0,65-0,75;0,90-1,20;1,4;0;0;0;0;1,80-2,50;0,3;?;?;0;0;0;;;US
"VegaA6*
70MnMoCr8*
1.2824*
70MnMoCr8*
BA6*
T30106
Apache
Jess Air
UHB1550*
Uni-Die
CSM6
Diecrat
Low Air";Fe;0,7;1;1,35;0;0;0;0;2;0,3;?;?;0;0;0;;Carpenter;US
"CSM6A6*
70MnMoCr8*
1.2824*
70MnMoCr8*
BA6*
T30106
Apache
Jess Air
UHB1550*
Vega
Uni-Die
Diecrat
Low Air";Fe;0,7;1;1,35;0;0;0;0;2;0,3;?;?;0;0;0;;Crucible;US
"A7*19581*
T30107
SagamoreV
BX-3
K591PM*
K342*
Airkool-V
LSS A7
Brickmold
BR-3
BR2
Super Diamant
Chromeware";Fe;2,00-2,85;5,00-5,75;0,90-1,40;3,90-5,15;0,50-1,50;0;0,3;0,8;0,5;0,03;0,03;0,25;0;0;;;US
"T30107A7*
19581*
SagamoreV
BX-3
K591PM*
K342*
Airkool-V
LSS A7
Brickmold
BR-3
BR2
Super Diamant
Chromeware";Fe;2,00-2,85;5,00-5,75;0,90-1,40;3,90-5,15;0,50-1,50;0;0,3;0,8;0,5;0,03;0,03;0,25;0;0;;;US
"A8*X63CrMoV51*
1.2362
Z38CDW5*
5Cr5WMoVSi*
19569*
C.4758*
T30108
Narva5A*
AL-158
Calmax*
Cromo-W55
K313*
Pressurdie16
LSS MGR
MGR
LO-K 2362
OV266
UTOPMO6*
EPS62
M63
M63V
RAZM
PTE
Hotform
RH Special
Hot Form No 3
AirTrueLC*";Fe;0,50-0,60;4,75-5,50;1,15-1,65;0;1,00-1,50;0;0,3;0,5;0,75-1,10;0,03;0,03;0,25;0;0;;;US
"T30108A8*
X63CrMoV51*
1.2362
Z38CDW5*
5Cr5WMoVSi*
19569*
C.4758*
Narva5A*
AL-158
Calmax*
Cromo-W55
K313*
Pressurdie16
LSS MGR
MGR
LO-K 2362
OV266
UTOPMO6*
EPS62
M63
M63V
RAZM
PTE
Hotform
RH Special
Hot Form No 3
AirTrueLC*";Fe;0,50-0,60;4,75-5,50;1,15-1,65;0;1,00-1,50;0;0,3;0,5;0,75-1,10;0,03;0,03;0,25;0;0;;;US
"K313*A8*
X63CrMoV51*
1.2362
Z38CDW5*
5Cr5WMoVSi*
19569*
C.4758*
T30108
Narva5A*
AL-158
Calmax*
Cromo-W55
Pressurdie16
LSS MGR
MGR
LO-K 2362
OV266
UTOPMO6*
EPS62
M63
M63V
RAZM
PTE
Hotform
RH Special
Hot Form No 3
AirTrueLC*";Fe;0,62;5,3;1,2;0,3;0;0;0;0,4;1,1;?;?;0;0;0;;Bohler-Uddeholm;SE
"LSS MGRA8*
X63CrMoV51*
1.2362
Z38CDW5*
5Cr5WMoVSi*
19569*
C.4758*
T30108
Narva5A*
AL-158
Calmax*
Cromo-W55
K313*
Pressurdie16
MGR
LO-K 2362
OV266
UTOPMO6*
EPS62
M63
M63V
RAZM
PTE
Hotform
RH Special
Hot Form No 3
AirTrueLC*";Fe;0,55;5;1,25;0;1,25;0;0;0,3;0,95;?;?;0;0;0;;Latrobe;US
"A9*T30109
Carpenter 880
Carpenter A9
Crucible A9
LSS A9
Mazeman
UTOPMONI*";Fe;0,45-0,55;4,75-5,50;1,30-1,80;0,80-1,40;0;0;1,25-1,75;0,5;0,95-1,15;0,03;0,03;0,25;0;0;;;US
"T30109A9*
Carpenter 880
Carpenter A9
Crucible A9
LSS A9
Mazeman
UTOPMONI*";Fe;0,45-0,55;4,75-5,50;1,30-1,80;0,80-1,40;0;0;1,25-1,75;0,5;0,95-1,15;0,03;0,03;0,25;0;0;;;US
"LSS A9A9*
T30109
Carpenter 880
Carpenter A9
Crucible A9
Mazeman
UTOPMONI*";Fe;0,5;5,15;1,55;1;0;0;1,5;0,35;1,05;?;?;0;0;0;;Latrobe;US
"SR-3V*SR3V*
CPM 3V*
3V
PM7.5-1.3-2.75CrMoV
Vasco Die*";Fe;0,8;7,5;1,3;2,75-3,00;0,4;0;0;0,4;0,9;0,03;0,03;0;0;0;;Busse;US
"CPM 3V*SR-3V*
SR3V*
3V
PM7.5-1.3-2.75CrMoV
Vasco Die*";Fe;0,8;7,5;1,3;2,75-3,00;0,4;0;0;0,4;0,9;0,03;0,03;0;0;0;CPM;Crucible;US
"Vasco Die*SR-3V*
SR3V*
CPM 3V*
3V
PM7.5-1.3-2.75CrMoV";Fe;0,82;7,75;1,55;2,5;0;0;0;0,00-0,30;1;?;?;0;0;0;;Vasco Metal;US
