grade,link,zknives_maker,cc,zknives_country,db_standard,db_country,db_type,issues
55,https://zknives.com/knives/steels/55.shtml,,US,США,"GOST 55, Россия",Россия,government,country_mismatch
C.1630,https://zknives.com/knives/steels/c.1630.shtml,,US,США,,,,missing_standard
C.1680,https://zknives.com/knives/steels/c.1680.shtml,,US,США,,,,missing_standard
C.1631,https://zknives.com/knives/steels/c.1631.shtml,,US,США,,,,missing_standard
OLC55,https://zknives.com/knives/steels/olc55.shtml,,US,США,,,,missing_standard
OLC55X,https://zknives.com/knives/steels/olc55x.shtml,,US,США,,,,missing_standard
OLC55XS,https://zknives.com/knives/steels/olc55xs.shtml,,US,США,,,,missing_standard
C55-1,https://zknives.com/knives/steels/c55-1.shtml,,US,США,,,,missing_standard
SM55C,https://zknives.com/knives/steels/sm55c.shtml,,US,США,,,,missing_standard
Diro-C55,https://zknives.com/knives/steels/diro-c55.shtml,,US,США,,,,missing_standard
ZF51,https://zknives.com/knives/steels/zf51.shtml,,US,США,,,,missing_standard
N55D,https://zknives.com/knives/steels/n55d.shtml,,US,США,,,,missing_standard
C60,https://zknives.com/knives/steels/c60.shtml,,US,США,"DIN, Германия",Германия,government,country_mismatch
CK60,https://zknives.com/knives/steels/ck60.shtml,,US,США,,,,missing_standard
CM60,https://zknives.com/knives/steels/cm60.shtml,,US,США,,,,missing_standard
C60W,https://zknives.com/knives/steels/c60w.shtml,,US,США,,,,missing_standard
1.0601,https://zknives.com/knives/steels/1.0601.shtml,,US,США,"DIN 1.0601, Германия",Германия,government,country_mismatch
1.1221,https://zknives.com/knives/steels/1.1221.shtml,,US,США,"DIN 1.1221, Германия",Германия,government,country_mismatch
1.1223,https://zknives.com/knives/steels/1.1223.shtml,,US,США,"DIN 1.1223, Германия",Германия,government,country_mismatch
1.1204,https://zknives.com/knives/steels/1.1204.shtml,,US,США,"DIN 1.1204, Германия",Германия,government,country_mismatch
1.1740,https://zknives.com/knives/steels/1.1740.shtml,,US,США,"DIN 1.1740, Германия",Германия,government,country_mismatch
S58C,https://zknives.com/knives/steels/s58c.shtml,,US,США,,,,missing_standard
S60C,https://zknives.com/knives/steels/s60c.shtml,,US,США,,,,missing_standard
XC60,https://zknives.com/knives/steels/xc60.shtml,,US,США,,,,missing_standard
AF70C55,https://zknives.com/knives/steels/af70c55.shtml,,US,США,,,,missing_standard
XC65,https://zknives.com/knives/steels/xc65.shtml,,US,США,,,,missing_standard
43D,https://zknives.com/knives/steels/43d.shtml,,US,США,,,,missing_standard
#60,https://zknives.com/knives/steels/!60.shtml,,US,США,,,,missing_standard
60,https://zknives.com/knives/steels/60.shtml,,US,США,"GOST 60, Россия",Россия,government,country_mismatch
C.1730,https://zknives.com/knives/steels/c.1730.shtml,,US,США,,,,missing_standard
C.1731,https://zknives.com/knives/steels/c.1731.shtml,,US,США,,,,missing_standard
C.1780,https://zknives.com/knives/steels/c.1780.shtml,,US,США,,,,missing_standard
60G,https://zknives.com/knives/steels/60g.shtml,,US,США,,,,missing_standard
60GA,https://zknives.com/knives/steels/60ga.shtml,,US,США,,,,missing_standard
OLC60,https://zknives.com/knives/steels/olc60.shtml,,US,США,,,,missing_standard
C60-1,https://zknives.com/knives/steels/c60-1.shtml,,US,США,,,,missing_standard
C60-2,https://zknives.com/knives/steels/c60-2.shtml,,US,США,,,,missing_standard
SM58C,https://zknives.com/knives/steels/sm58c.shtml,,US,США,,,,missing_standard
BE1221,https://zknives.com/knives/steels/be1221.shtml,,US,США,,,,missing_standard
C60E,https://zknives.com/knives/steels/c60e.shtml,,US,США,"DIN 1.0601, Германия",Германия,government,country_mismatch
WO5,https://zknives.com/knives/steels/wo5.shtml,,US,США,,,,missing_standard
CK67,https://zknives.com/knives/steels/ck67.shtml,,US,США,,,,missing_standard
C-70,https://zknives.com/knives/steels/c-70.shtml,,US,США,,,,missing_standard
C67,https://zknives.com/knives/steels/c67.shtml,,US,США,,,,missing_standard
70Mn3,https://zknives.com/knives/steels/70mn3.shtml,,US,США,,,,missing_standard
C70,https://zknives.com/knives/steels/c70.shtml,,US,США,,,,missing_standard
1.1231,https://zknives.com/knives/steels/1.1231.shtml,,US,США,"DIN 1.1231, Германия",Германия,government,country_mismatch
1.0603,https://zknives.com/knives/steels/1.0603.shtml,,US,США,"DIN 1.0603, Германия",Германия,government,country_mismatch
1.1520,https://zknives.com/knives/steels/1.1520.shtml,,US,США,"DIN 1.1520, Германия",Германия,government,country_mismatch
1.0643,https://zknives.com/knives/steels/1.0643.shtml,,US,США,"DIN 1.0643, Германия",Германия,government,country_mismatch
C67E,https://zknives.com/knives/steels/c67e.shtml,,US,США,,,,missing_standard
C70U,https://zknives.com/knives/steels/c70u.shtml,,US,США,,,,missing_standard
S70C,https://zknives.com/knives/steels/s70c.shtml,,US,США,,,,missing_standard
SK70,https://zknives.com/knives/steels/sk70.shtml,,US,США,,,,missing_standard
1770,https://zknives.com/knives/steels/1770.shtml,,US,США,,,,missing_standard
XC68,https://zknives.com/knives/steels/xc68.shtml,,US,США,,,,missing_standard
XC70,https://zknives.com/knives/steels/xc70.shtml,,US,США,,,,missing_standard
70CS,https://zknives.com/knives/steels/70cs.shtml,,US,США,,,,missing_standard
70HS,https://zknives.com/knives/steels/70hs.shtml,,US,США,,,,missing_standard
#70,https://zknives.com/knives/steels/!70.shtml,,US,США,,,,missing_standard
C.1733,https://zknives.com/knives/steels/c.1733.shtml,,US,США,,,,missing_standard
C.1735,https://zknives.com/knives/steels/c.1735.shtml,,US,США,,,,missing_standard
65,https://zknives.com/knives/steels/65.shtml,,US,США,"GOST 65, Россия",Россия,government,country_mismatch
70,https://zknives.com/knives/steels/70.shtml,,US,США,"GOST 70, Россия",Россия,government,country_mismatch
68GA,https://zknives.com/knives/steels/68ga.shtml,,US,США,"68ГА, Россия",Россия,proprietary,country_mismatch;expected_government_got_proprietary
N70C,https://zknives.com/knives/steels/n70c.shtml,,US,США,,,,missing_standard
C75,https://zknives.com/knives/steels/c75.shtml,,US,США,,,,missing_standard
C76F,https://zknives.com/knives/steels/c76f.shtml,,US,США,,,,missing_standard
D75-2,https://zknives.com/knives/steels/d75-2.shtml,,US,США,,,,missing_standard
1.0605,https://zknives.com/knives/steels/1.0605.shtml,,US,США,"DIN 1.0605, Германия",Германия,government,country_mismatch
1.0614,https://zknives.com/knives/steels/1.0614.shtml,,US,США,"DIN 1.0614, Германия",Германия,government,country_mismatch
1.1242,https://zknives.com/knives/steels/1.1242.shtml,,US,США,"DIN 1.1242, Германия",Германия,government,country_mismatch
1.0645,https://zknives.com/knives/steels/1.0645.shtml,,US,США,"DIN 1.0645, Германия",Германия,government,country_mismatch
1.0655,https://zknives.com/knives/steels/1.0655.shtml,,US,США,"DIN 1.0655, Германия",Германия,government,country_mismatch
S75C,https://zknives.com/knives/steels/s75c.shtml,,US,США,,,,missing_standard
XC75,https://zknives.com/knives/steels/xc75.shtml,?,US,США,,,,missing_standard
070A72,https://zknives.com/knives/steels/070a72.shtml,?,US,США,"AISI 070A72, США",США,government,expected_proprietary_got_government
C.1832,https://zknives.com/knives/steels/c.1832.shtml,,US,США,,,,missing_standard
65GA,https://zknives.com/knives/steels/65ga.shtml,,US,США,,,,missing_standard
CK75,https://zknives.com/knives/steels/ck75.shtml,?,US,США,,,,missing_standard
D73-3,https://zknives.com/knives/steels/d73-3.shtml,,US,США,,,,missing_standard
D78-2,https://zknives.com/knives/steels/d78-2.shtml,,US,США,,,,missing_standard
D78-3,https://zknives.com/knives/steels/d78-3.shtml,,US,США,,,,missing_standard
C72D,https://zknives.com/knives/steels/c72d.shtml,,US,США,,,,missing_standard
1.1248,https://zknives.com/knives/steels/1.1248.shtml,?,US,США,"DIN 1.1248, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.0617,https://zknives.com/knives/steels/1.0617.shtml,,US,США,"DIN 1.0617, Германия",Германия,government,country_mismatch
1.0620,https://zknives.com/knives/steels/1.0620.shtml,,US,США,"DIN 1.0620, Германия",Германия,government,country_mismatch
1.1252,https://zknives.com/knives/steels/1.1252.shtml,,US,США,"DIN 1.1252, Германия",Германия,government,country_mismatch
1.1253,https://zknives.com/knives/steels/1.1253.shtml,,US,США,"DIN 1.1253, Германия",Германия,government,country_mismatch
DNH7,https://zknives.com/knives/steels/dnh7.shtml,,US,США,,,,missing_standard
C70E,https://zknives.com/knives/steels/c70e.shtml,?,US,США,,,,missing_standard
C70G,https://zknives.com/knives/steels/c70g.shtml,,US,США,,,,missing_standard
SWRH77,https://zknives.com/knives/steels/swrh77.shtml,,US,США,,,,missing_standard
1774,https://zknives.com/knives/steels/1774.shtml,,US,США,,,,missing_standard
FM72,https://zknives.com/knives/steels/fm72.shtml,,US,США,,,,missing_standard
8MnSi,https://zknives.com/knives/steels/8mnsi.shtml,,US,США,,,,missing_standard
#75,https://zknives.com/knives/steels/!75.shtml,,US,США,,,,missing_standard
C.1837,https://zknives.com/knives/steels/c.1837.shtml,?,US,США,,,,missing_standard
75,https://zknives.com/knives/steels/75.shtml,,US,США,"GOST 75, Россия",Россия,government,country_mismatch
DNH75,https://zknives.com/knives/steels/dnh75.shtml,,US,США,,,,missing_standard
NK11,https://zknives.com/knives/steels/nk11.shtml,,US,США,,,,missing_standard
1078,https://zknives.com/knives/steels/1078.shtml,,US,США,,,,missing_standard
D80-2,https://zknives.com/knives/steels/d80-2.shtml,,US,США,,,,missing_standard
D80-3,https://zknives.com/knives/steels/d80-3.shtml,,US,США,,,,missing_standard
D83-2,https://zknives.com/knives/steels/d83-2.shtml,,US,США,,,,missing_standard
D83-3,https://zknives.com/knives/steels/d83-3.shtml,,US,США,,,,missing_standard
C78D,https://zknives.com/knives/steels/c78d.shtml,,US,США,,,,missing_standard
1.0622,https://zknives.com/knives/steels/1.0622.shtml,,US,США,"DIN 1.0622, Германия",Германия,government,country_mismatch
1.0626,https://zknives.com/knives/steels/1.0626.shtml,,US,США,"DIN 1.0626, Германия",Германия,government,country_mismatch
1.1255,https://zknives.com/knives/steels/1.1255.shtml,,US,США,"DIN 1.1255, Германия",Германия,government,country_mismatch
1.1262,https://zknives.com/knives/steels/1.1262.shtml,,US,США,"DIN 1.1262, Германия",Германия,government,country_mismatch
SUP3,https://zknives.com/knives/steels/sup3.shtml,,US,США,,,,missing_standard
1778,https://zknives.com/knives/steels/1778.shtml,,US,США,,,,missing_standard
FM78,https://zknives.com/knives/steels/fm78.shtml,,US,США,,,,missing_standard
EN42,https://zknives.com/knives/steels/en42.shtml,,US,США,"EN 42, Европа",Европа,government,country_mismatch
1080,https://zknives.com/knives/steels/1080.shtml,?,US,США,"AISI 1080, США",США,government,expected_proprietary_got_government
80Mn4,https://zknives.com/knives/steels/80mn4.shtml,?,US,США,,,,missing_standard
D85-2,https://zknives.com/knives/steels/d85-2.shtml,?,US,США,,,,missing_standard
1.1259,https://zknives.com/knives/steels/1.1259.shtml,?,US,США,"DIN 1.1259, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.1265,https://zknives.com/knives/steels/1.1265.shtml,?,US,США,"DIN 1.1265, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
C75G,https://zknives.com/knives/steels/c75g.shtml,?,US,США,,,,missing_standard
XC80,https://zknives.com/knives/steels/xc80.shtml,?,US,США,,,,missing_standard
060A83,https://zknives.com/knives/steels/060a83.shtml,?,US,США,"AISI 060A83, США",США,government,expected_proprietary_got_government
80HS,https://zknives.com/knives/steels/80hs.shtml,?,US,США,,,,missing_standard
80CS,https://zknives.com/knives/steels/80cs.shtml,?,US,США,,,,missing_standard
#80,https://zknives.com/knives/steels/!80.shtml,?,US,США,,,,missing_standard
75A,https://zknives.com/knives/steels/75a.shtml,?,US,США,,,,missing_standard
G10800,https://zknives.com/knives/steels/g10800.shtml,?,US,США,"UNS G10800, США",США,government,expected_proprietary_got_government
BE1248,https://zknives.com/knives/steels/be1248.shtml,?,US,США,,,,missing_standard
1.0616,https://zknives.com/knives/steels/1.0616.shtml,,US,США,"DIN 1.0616, Германия",Германия,government,country_mismatch
XC85,https://zknives.com/knives/steels/xc85.shtml,,US,США,,,,missing_standard
#85,https://zknives.com/knives/steels/!85.shtml,,US,США,,,,missing_standard
C.1835,https://zknives.com/knives/steels/c.1835.shtml,,US,США,,,,missing_standard
1086,https://zknives.com/knives/steels/1086.shtml,,US,США,,,,missing_standard
CK85,https://zknives.com/knives/steels/ck85.shtml,,US,США,,,,missing_standard
D88-2,https://zknives.com/knives/steels/d88-2.shtml,,US,США,,,,missing_standard
D88-3,https://zknives.com/knives/steels/d88-3.shtml,,US,США,,,,missing_standard
1.1269,https://zknives.com/knives/steels/1.1269.shtml,,US,США,"DIN 1.1269, Германия",Германия,government,country_mismatch
1.0628,https://zknives.com/knives/steels/1.0628.shtml,,US,США,"DIN 1.0628, Германия",Германия,government,country_mismatch
1.1272,https://zknives.com/knives/steels/1.1272.shtml,,US,США,"DIN 1.1272, Германия",Германия,government,country_mismatch
XC90,https://zknives.com/knives/steels/xc90.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
XC100,https://zknives.com/knives/steels/xc100.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
C90,https://zknives.com/knives/steels/c90.shtml,,US,США,,,,missing_standard
C100,https://zknives.com/knives/steels/c100.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
85,https://zknives.com/knives/steels/85.shtml,,US,США,"GOST 85, Россия",Россия,government,country_mismatch
D95S3,https://zknives.com/knives/steels/d95s3.shtml,,US,США,,,,missing_standard
1.1273,https://zknives.com/knives/steels/1.1273.shtml,,US,США,"DIN 1.1273, Германия",Германия,government,country_mismatch
1.1282,https://zknives.com/knives/steels/1.1282.shtml,,US,США,"DIN 1.1282, Германия",Германия,government,country_mismatch
95HS,https://zknives.com/knives/steels/95hs.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
95CS,https://zknives.com/knives/steels/95cs.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
T9A,https://zknives.com/knives/steels/t9a.shtml,,US,США,,,,missing_standard
PANTANAX1273,https://zknives.com/knives/steels/pantanax1273.shtml,,US,США,,,,missing_standard
1095,https://zknives.com/knives/steels/1095.shtml,Bohler-Uddeholm,US,США,"AISI 1095, США",США,government,expected_proprietary_got_government
CK101,https://zknives.com/knives/steels/ck101.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
C92D,https://zknives.com/knives/steels/c92d.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
D95-2,https://zknives.com/knives/steels/d95-2.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
CK100,https://zknives.com/knives/steels/ck100.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
MK97,https://zknives.com/knives/steels/mk97.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
1.1274,https://zknives.com/knives/steels/1.1274.shtml,Bohler-Uddeholm,US,США,"DIN 1.1274, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.0618,https://zknives.com/knives/steels/1.0618.shtml,Bohler-Uddeholm,US,США,"DIN 1.0618, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.1275,https://zknives.com/knives/steels/1.1275.shtml,Bohler-Uddeholm,US,США,"DIN 1.1275, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.1291,https://zknives.com/knives/steels/1.1291.shtml,Bohler-Uddeholm,US,США,"DIN 1.1291, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
