grade,splav_c,db_c,match_c,splav_cr,db_cr,match_cr,splav_mo,db_mo,match_mo,splav_v,db_v,match_v,splav_w,db_w,match_w,splav_co,db_co,match_co,splav_ni,db_ni,match_ni,splav_mn,db_mn,match_mn,splav_si,db_si,match_si,splav_s,db_s,match_s,splav_p,db_p,match_p,splav_cu,db_cu,match_cu,splav_nb,db_nb,match_nb,splav_n,db_n,match_n,status,mismatch_fields
ВТ9Л,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,2.8 - 3.8,2.8 - 3.8,1,,,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,0.2 - 0.35,0.2 - 0.35,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
14,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,1.8 - 3.5,1.8 - 3.5,1,0.5 - 2.5,0.5 - 2.5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
19,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,2.5 - 4,2.5 - 4,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
27,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,0.7 - 1.5,0.7 - 1.5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,0.7 - 1.5,0.7 - 1.5,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
2В,до &nbsp; 0.07,до &nbsp; 0.07,1,,,1,,,1,1 - 2,1 - 2,1,,,1,,,1,,,1,,,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
37,0.05 - 0.14,0.05 - 0.14,1,,,1,1.5 - 2.5,1.5 - 2.5,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,до &nbsp; 1,до &nbsp; 1,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
3М,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
40(dubl),до &nbsp; 0.07,до &nbsp; 0.07,1,,,1,,,1,0.5 - 2.5,0.5 - 2.5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
5В,0.06 - 0.14,0.06 - 0.14,1,,,1,0.7 - 2,0.7 - 2,1,1 - 1.9,1 - 1.9,1,,,1,,,1,,,1,,,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
АТ-6,,,1,1.5 - 1.5,1.5 - 1.5,1,,,1,,,1,,,1,,,1,,,1,,,1,1.5 - 1.5,1.5 - 1.5,1,,,1,,,1,,,1,,,1,,,1,ok,
АТ3,до &nbsp; 0.1,до &nbsp; 0.1,1,0.2 - 0.5,0.2 - 0.5,1,,,1,,,1,,,1,,,1,,,1,,,1,0.2 - 0.4,0.2 - 0.4,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ14,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,2.5 - 3.8,2.5 - 3.8,1,0.9 - 1.9,0.9 - 1.9,1,,,1,,,1,,,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ15,до &nbsp; 0.1,до &nbsp; 0.1,1,9.5 - 11.5,9.5 - 11.5,1,6.8 - 8,6.8 - 8,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ16,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,4.5 - 5.5,4.5 - 5.5,1,4 - 5,4 - 5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ18,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,0.2 - 1,0.2 - 1,1,,,1,,,1,,,1,,,1,,,1,0.05 - 0.18,0.05 - 0.18,1,,,1,,,1,,,1,0.5 - 1.5,0.5 - 1.5,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ18у,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,0.4 - 1,0.4 - 1,1,,,1,,,1,,,1,,,1,,,1,0.1 - 0.25,0.1 - 0.25,1,,,1,,,1,,,1,0.5 - 1.5,0.5 - 1.5,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
ВТ20,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,0.5 - 2,0.5 - 2,1,0.8 - 2.5,0.8 - 2.5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ20-1св,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,0.5 - 1.5,0.5 - 1.5,1,0.5 - 1.5,0.5 - 1.5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
ВТ20-2св,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,0.5 - 1.5,0.5 - 1.5,1,0.5 - 1.5,0.5 - 1.5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
ВТ22,до &nbsp; 0.1,до &nbsp; 0.1,1,0.5 - 1.5,0.5 - 1.5,1,4 - 5.5,4 - 5.5,1,4 - 5.5,4 - 5.5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ22И,до &nbsp; 0.1,до &nbsp; 0.1,1,0.5 - 1.5,0.5 - 1.5,1,4 - 5.5,4 - 5.5,1,4 - 5.5,4 - 5.5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ23,до &nbsp; 0.1,до &nbsp; 0.1,1,0.8 - 1.4,0.8 - 1.4,1,1.5 - 2.5,1.5 - 2.5,1,4 - 5,4 - 5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ25У,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,3.5 - 4.5,3.5 - 4.5,1,,,1,0.4 - 1.5,0.4 - 1.5,1,,,1,,,1,,,1,0.1 - 0.3,0.1 - 0.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
ВТ2св,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
ВТ3-1,до &nbsp; 0.1,до &nbsp; 0.1,1,0.8 - 2,0.8 - 2,1,2 - 3,2 - 3,1,,,1,,,1,,,1,,,1,,,1,0.15 - 0.4,0.15 - 0.4,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ41,0.01 - 0.06,0.01 - 0.06,1,до &nbsp; 0.03,до &nbsp; 0.03,1,0.8 - 1.5,0.8 - 1.5,1,,,1,0.35 - 0.7,0.35 - 0.7,1,,,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,0.27 - 0.4,0.27 - 0.4,1,,,1,,,1,,,1,0.8 - 1.5,0.8 - 1.5,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
ВТ5,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 1.2,до &nbsp; 1.2,1,,,1,,,1,,,1,,,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ5-1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,до &nbsp; 1,до &nbsp; 1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ6,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,3.5 - 5.3,3.5 - 5.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ6С,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,3.5 - 4.5,3.5 - 4.5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
ВТ6св,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,2.5 - 3.5,2.5 - 3.5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
ВТ6ч,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,3.5 - 4.5,3.5 - 4.5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.07,до &nbsp; 0.07,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ8,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,2.8 - 3.8,2.8 - 3.8,1,,,1,,,1,,,1,,,1,,,1,0.2 - 0.4,0.2 - 0.4,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ВТ8-1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,2.8 - 3.8,2.8 - 3.8,1,,,1,,,1,,,1,,,1,,,1,0.1 - 0.25,0.1 - 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.03,до &nbsp; 0.03,1,ok,
ВТ8М-1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,3 - 4.3,3 - 4.3,1,,,1,,,1,,,1,,,1,,,1,0.1 - 0.22,0.1 - 0.22,1,,,1,,,1,,,1,,,1,до &nbsp; 0.03,до &nbsp; 0.03,1,ok,
ВТ9,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,2.8 - 3.8,2.8 - 3.8,1,,,1,,,1,,,1,,,1,,,1,0.2 - 0.35,0.2 - 0.35,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ОТ4,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,,,1,,,1,0.8 - 2,0.8 - 2,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ОТ4-0,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,,,1,,,1,0.5 - 1.3,0.5 - 1.3,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ОТ4-1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,,,1,,,1,0.7 - 2,0.7 - 2,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ОТ4-1св,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,,,1,,,1,0.7 - 2,0.7 - 2,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ОТ4св,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,,,1,,,1,0.8 - 2,0.8 - 2,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,ok,
ПТ-1М,до &nbsp; 0.07,до &nbsp; 0.07,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
ПТ-3В,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,1.2 - 2.5,1.2 - 2.5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
ПТ-7М,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.12,до &nbsp; 0.12,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
ПТ-7Мсв,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.03,до &nbsp; 0.03,1,ok,
СПТ-2,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,2.5 - 3.5,2.5 - 3.5,1,,,1,,,1,,,1,,,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.04,до &nbsp; 0.04,1,ok,
ТС6,,,1,10 - 11,10 - 11,1,4 - 5,4 - 5,1,6 - 6,6 - 6,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,ok,
О1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.01,до &nbsp; 0.01,1,,,1,0.03 - 0.01,0.03 - 0.01,1,,,1,,,1,ok,
О1пч,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.01,до &nbsp; 0.01,1,,,1,до &nbsp; 0.01,до &nbsp; 0.01,1,,,1,,,1,ok,
О2,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,ok,
О3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,ok,
О4,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,ok,
ОВЧ000,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.00001,до &nbsp; 0.00001,1,до &nbsp; 0.00001,до &nbsp; 0.00001,1,,,1,,,1,,,1,,,1,до &nbsp; 0.00001,до &nbsp; 0.00001,1,,,1,,,1,ok,
SnSb8Cu4,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,3 - 4,3 - 4,1,,,1,,,1,ok,
Б83,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,5.5 - 6.5,5.5 - 6.5,1,,,1,,,1,ok,
Б83С,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,5 - 6,5 - 6,1,,,1,,,1,ok,
Б88,,,1,,,1,,,1,,,1,,,1,,,1,0.15 - 0.25,0.15 - 0.25,1,,,1,,,1,,,1,,,1,2.5 - 3.5,2.5 - 3.5,1,,,1,,,1,ok,
ПОМ2,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.01,до &nbsp; 0.01,1,,,1,1 - 3,1 - 3,1,,,1,,,1,ok,
ПОС10,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
ПОС30,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
ПОС40,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
ПОС61,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
ПОС61М,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,1.2 - 2,1.2 - 2,1,,,1,,,1,ok,
ПОС63,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
ПОС90,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
ПОСК2-18,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
ПОСК50-18,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,ok,
ПОССу10-2,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,ok,
ПОССу15-2,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,ok,
ПОССу18-0.5,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
ПОССу18-2,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,ok,
ПОССу25-0.5,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
ПОССу25-2,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,ok,
ПОССу30-0.5,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
ПОССу30-2,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,ok,
ПОССу35-0.5,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
ПОССу35-2,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,ok,
ПОССу4-4,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,ok,
ПОССу4-6,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,ok,
ПОССу40-0.5,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
ПОССу40-2,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,ok,
ПОССу5-1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,ok,
ПОССу50-0.5,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
ПОССу61-0.5,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
ПОССу8-3,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.08,до &nbsp; 0.08,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,ok,
ПОССу95-5,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,до &nbsp; 0.05,до &nbsp; 0.05,1,,,1,,,1,ok,
С0,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.0005,до &nbsp; 0.0005,1,,,1,,,1,ok,
С00,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.00001,до &nbsp; 0.00001,1,,,1,,,1,ok,
С000,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.00001,до &nbsp; 0.00001,1,,,1,,,1,,,1,,,1,до &nbsp; 0.00001,до &nbsp; 0.00001,1,,,1,,,1,ok,
С0000,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.000005,до &nbsp; 0.000005,1,,,1,,,1,,,1,,,1,до &nbsp; 0.0000003,до &nbsp; 0.0000003,1,,,1,,,1,ok,
С1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.001,до &nbsp; 0.001,1,,,1,,,1,ok,
С1С,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.001,до &nbsp; 0.001,1,,,1,,,1,ok,
С2,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.001,до &nbsp; 0.001,1,,,1,,,1,ok,
С2С,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.001,до &nbsp; 0.001,1,,,1,,,1,ok,
С3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.002,до &nbsp; 0.002,1,,,1,,,1,ok,
С3С,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.09,до &nbsp; 0.09,1,,,1,,,1,ok,
PbIn7,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,ok,
PbSb10Sn6,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.7,до &nbsp; 0.7,1,,,1,,,1,ok,
PbSb15Sn10,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.7,до &nbsp; 0.7,1,,,1,,,1,ok,
PbSb15SnAs,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.7,до &nbsp; 0.7,1,,,1,,,1,ok,
PbSn10,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,ok,
PbSn10Cu2,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,1 - 2,1 - 2,1,,,1,,,1,ok,
Б16,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,1.5 - 2,1.5 - 2,1,,,1,,,1,ok,
БН,,,1,,,1,,,1,,,1,,,1,,,1,0.1 - 0.5,0.1 - 0.5,1,,,1,,,1,,,1,,,1,1.5 - 2,1.5 - 2,1,,,1,,,1,ok,
БС6,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,0.1 - 0.3,0.1 - 0.3,1,,,1,,,1,ok,
